time,Actual Heading,AH (deg),Desired Heading
17.5257659,1.526274096,87.44909532,
17.52655959,1.526274096,87.44909532,
17.58816576,1.527193434,87.50176955,
17.58952284,1.527193434,87.50176955,
17.59065723,1.527193434,87.50176955,
17.64549637,1.527987318,87.54725575,
17.64678168,1.527987318,87.54725575,
17.70699883,1.528697814,87.58796421,
17.71877241,1.528697814,87.58796421,
17.77690101,1.529378354,87.62695627,
17.78022981,1.529378354,87.62695627,
17.79343224,1.529378354,87.62695627,
17.82959414,1.530066378,87.6663772,
17.83092499,1.530066378,87.6663772,
17.90616059,1.530881404,87.71307477,
17.91074967,1.530881404,87.71307477,
17.96664596,1.531717833,87.76099861,
17.97017813,1.531717833,87.76099861,
17.98812366,1.531717833,87.76099861,
18.04150462,1.532437811,87.80225031,
18.04410601,1.532437811,87.80225031,
18.10895085,1.533218894,87.8470031,
18.11443067,1.533218894,87.8470031,
18.18632722,1.533218894,87.8470031,
18.19016147,1.534000246,87.89177127,
18.19817042,1.534000246,87.89177127,
18.25694299,1.534798354,87.93749953,
18.26718187,1.534798354,87.93749953,
18.31516862,1.535553775,87.98078196,
18.31818318,1.535553775,87.98078196,
18.39260077,1.535553775,87.98078196,
18.41667795,1.536171464,88.01617298,
18.41745877,1.536171464,88.01617298,
18.4842751,1.536723288,88.04779016,
18.48520303,1.536723288,88.04779016,
18.54353714,1.537266389,88.07890757,
18.54975963,1.537266389,88.07890757,
18.59077573,1.537266389,88.07890757,
18.62017202,1.537827184,88.11103878,
18.6217556,1.537827184,88.11103878,
18.70780921,1.538491691,88.14911222,
18.71351123,1.538491691,88.14911222,
18.75917554,1.539170088,88.18798153,
18.7602694,1.539170088,88.18798153,
18.78667474,1.539170088,88.18798153,
18.81217241,1.539752195,88.22133379,
18.81972933,1.539752195,88.22133379,
18.88461733,1.540383356,88.2574967,
18.88835764,1.540383356,88.2574967,
18.93086696,1.541015498,88.29371575,
18.93706822,1.541015498,88.29371575,
18.98673677,1.541015498,88.29371575,
19.00329113,1.541552529,88.32448537,
19.01959801,1.541552529,88.32448537,
19.08173895,1.54214125,88.35821661,
19.08522105,1.54214125,88.35821661,
19.15768528,1.542736102,88.39229914,
19.16447544,1.542736102,88.39229914,
19.18713641,1.542736102,88.39229914,
19.2379086,1.543244255,88.4214142,
19.24055457,1.543244255,88.4214142,
19.30943799,1.543800729,88.45329783,
19.31370521,1.543800729,88.45329783,
19.36827421,1.544361623,88.48543469,
19.36992359,1.544361623,88.48543469,
19.38829327,1.544361623,88.48543469,
19.42129683,1.544840013,88.51284441,
19.42477727,1.544840013,88.51284441,
19.49847031,1.54536391,88.54286154,
19.49973202,1.54536391,88.54286154,
19.55936742,1.545892164,88.57312828,
19.56247759,1.545892164,88.57312828,
19.59287453,1.545892164,88.57312828,
19.62918711,1.546342895,88.59895325,
19.62999487,1.546342895,88.59895325,
19.68903518,1.546836492,88.62723428,
19.69189525,1.546836492,88.62723428,
19.74964261,1.547334234,88.65575283,
19.75337934,1.547334234,88.65575283,
19.80151248,1.547334234,88.65575283,
19.81272173,1.547758915,88.68008525,
19.82640719,1.547758915,88.68008525,
19.92232728,1.548223961,88.70673041,
19.92427015,1.548223961,88.70673041,
19.98591042,1.548223961,88.70673041,
19.98926711,1.548692845,88.73359551,
19.99154186,1.548692845,88.73359551,
20.04819798,1.549173107,88.76111248,
20.05922937,1.549173107,88.76111248,
20.12167406,1.549627406,88.7871419,
20.12476802,1.549627406,88.7871419,
20.16659498,1.549998715,88.80841639,
20.17680573,1.549998715,88.80841639,
20.18696046,1.549998715,88.80841639,
20.24736238,1.55033016,88.82740677,
20.24978638,1.55033016,88.82740677,
20.32902741,1.550720334,88.84976213,
20.33053207,1.550720334,88.84976213,
20.38523674,1.550720334,88.84976213,
20.38725257,1.551134665,88.87350152,
20.39014769,1.551134665,88.87350152,
20.47548866,1.551566747,88.89825803,
20.4803021,1.551566747,88.89825803,
20.53802299,1.551973489,88.92156263,
20.54173493,1.551973489,88.92156263,
20.59029746,1.551973489,88.92156263,
20.61824083,1.552305497,88.94058529,
20.61973906,1.552305497,88.94058529,
20.69785309,1.552670836,88.96151769,
20.70498919,1.552670836,88.96151769,
20.7491374,1.553045306,88.98297326,
20.75022769,1.553045306,88.98297326,
20.79428625,1.553045306,88.98297326,
20.83901596,1.553368262,89.00147725,
20.84128809,1.553368262,89.00147725,
20.89985919,1.553721914,89.02174007,
20.90804935,1.553721914,89.02174007,
20.95698786,1.555486856,89.12286379,
20.95845246,1.555486856,89.12286379,
20.98863554,1.555486856,89.12286379,
21.0271492,1.558916397,89.3193621,
21.03150725,1.558916397,89.3193621,
21.10250401,1.563065283,89.55707586,
21.10524559,1.563065283,89.55707586,
21.15910006,1.567521868,89.81241943,
21.16209912,1.567521868,89.81241943,
21.18964911,1.567521868,89.81241943,
21.24889684,1.572109801,90.07528875,
21.25084782,1.572109801,90.07528875,
21.30362105,1.575884403,90.2915576,
21.30851531,1.575884403,90.2915576,
21.37457013,1.576818362,90.34506949,
21.38932443,1.576818362,90.34506949,
21.39026165,1.576818362,90.34506949,
21.44786835,1.575604122,90.27549864,
21.456743,1.575604122,90.27549864,
21.53228736,1.574487955,90.21154697,
21.53569937,1.574487955,90.21154697,
21.5849402,1.574487955,90.21154697,
21.59837818,1.574138552,90.19152768,
21.60101032,1.574138552,90.19152768,
21.65367103,1.574091112,90.18880956,
21.65694427,1.574091112,90.18880956,
21.72088456,1.574080336,90.1881921,
21.72518349,1.574080336,90.1881921,
21.78802371,1.574080336,90.1881921,
21.79749107,1.574082292,90.18830416,
21.79790854,1.574082292,90.18830416,
21.87909341,1.574041544,90.1859695,
21.88115859,1.574041544,90.1859695,
21.94505954,1.573975573,90.18218961,
21.94858909,1.573975573,90.18218961,
21.98579049,1.573975573,90.18218961,
22.00036001,1.57390612,90.17821024,
22.01260495,1.57390612,90.17821024,
22.07253861,1.573834645,90.17411505,
22.07380152,1.573834645,90.17411505,
22.13558817,1.573769861,90.17040318,
22.13677478,1.573769861,90.17040318,
22.18619609,1.573769861,90.17040318,
22.19423676,1.573718736,90.16747396,
22.20057964,1.573718736,90.16747396,
22.2537868,1.573662525,90.16425332,
22.25577354,1.573662525,90.16425332,
22.30861855,1.573604179,90.16091034,
22.31518626,1.573604179,90.16091034,
22.37366509,1.573553383,90.1579999,
22.38032269,1.573553383,90.1579999,
22.38527036,1.573553383,90.1579999,
22.4332757,1.573507629,90.15537839,
22.43503952,1.573507629,90.15537839,
22.51765203,1.573463309,90.15283905,
22.51932931,1.573463309,90.15283905,
22.58642936,1.573418617,90.15027841,
22.58702517,1.573418617,90.15027841,
22.58782482,1.573418617,90.15027841,
22.63550067,1.573373939,90.14771855,
22.63616085,1.573373939,90.14771855,
22.68262625,1.573329832,90.14519139,
22.6872375,1.573329832,90.14519139,
22.76144195,1.573286709,90.14272061,
22.76498818,1.573286709,90.14272061,
22.78710508,1.573286709,90.14272061,
22.85297608,1.573244529,90.14030388,
22.86452484,1.573244529,90.14030388,
22.9252913,1.573203217,90.1379369,
22.93365502,1.573203217,90.1379369,
22.98448443,1.573203217,90.1379369,
23.0129714,1.573162537,90.13560608,
23.01888871,1.573162537,90.13560608,
23.07787752,1.57311524,90.13289616,
23.08218527,1.57311524,90.13289616,
23.14031672,1.573067077,90.13013665,
23.14879632,1.573067077,90.13013665,
23.18655825,1.573067077,90.13013665,
23.1999321,1.57302641,90.12780659,
23.20173979,1.57302641,90.12780659,
23.2678442,1.572982318,90.1252803,
23.27163839,1.572982318,90.1252803,
23.3430469,1.572937583,90.1227172,
23.34398007,1.572937583,90.1227172,
23.38914156,1.572937583,90.1227172,
23.39660764,1.572899183,90.12051702,
23.39778447,1.572899183,90.12051702,
23.44523239,1.572857027,90.11810167,
23.44961166,1.572857027,90.11810167,
23.51493835,1.572814527,90.11566656,
23.51750898,1.572814527,90.11566656,
23.57818079,1.572778297,90.11359073,
23.57987475,1.572778297,90.11359073,
23.58537006,1.572778297,90.11359073,
23.64917564,1.57274602,90.11174139,
23.65291429,1.57274602,90.11174139,
23.70925927,1.572708783,90.10960791,
23.71337175,1.572708783,90.10960791,
23.76372099,1.572670936,90.10743943,
23.76490545,1.572670936,90.10743943,
23.78809428,1.572670936,90.10743943,
23.82865644,1.572638242,90.10556619,
23.8334043,1.572638242,90.10556619,
23.88798475,1.572601655,90.10346989,
23.91376448,1.572601655,90.10346989,
