time,x,y,yaw,vel_x,yaw_vel
0.00010800361633300781,,,,,
0.011092901229858398,11.079873369473196,11.645862913754494,0.40088639357159217,,
0.11159086227416992,11.079866329268388,11.645861467987514,0.4059567301558509,,
0.20107197761535645,11.07985938122046,11.645860003546776,0.41102708893654183,,
0.2603633403778076,11.079852442880318,11.645858472333506,0.4160974656773444,,
0.35112714767456055,11.07984550804697,11.645856882503594,0.42116785689928793,,
0.4724609851837158,11.079838592314019,11.64585525554711,0.4262382549828823,,
0.5546257495880127,11.07983176479313,11.645853633656241,0.4313086504566214,,
0.6559877395629883,11.079825003892077,11.645851990528012,0.4363790302758456,,
0.7447340488433838,11.079818242800627,11.645850286906972,0.4414493922518167,,
0.8187267780303955,11.079811484174606,11.645848533878421,0.4465197307311544,,
0.9024500846862793,11.079804755888338,11.645846761554592,0.4515900381474706,,
0.9788708686828613,11.079798124368814,11.645845002910821,0.45666030371227656,,
1.079545497894287,11.079791532313655,11.645843210100896,0.46173051653509434,,
1.157111406326294,11.079784882594636,11.645841406624504,0.46680064229711454,,
1.2260768413543701,11.079778246883162,11.64583973288831,0.4718706187331722,,
1.303762674331665,11.07977164946476,11.64583803282882,0.4769405164378452,,
1.4389841556549072,11.079765100835157,11.645836261430432,0.4820103592244887,,
1.5808746814727783,11.079758638851578,11.645834350427185,0.4870801787035519,,
1.6943275928497314,11.079752352517746,11.645832394094732,0.49214995306474346,,
1.8145174980163574,11.079746031977002,11.645830322503343,0.49721965751203584,,
1.9766173362731934,11.079739720111965,11.645828320963526,0.5022892096960089,,
2.0763461589813232,11.079733421841583,11.6458262700488,0.5073586467239096,,
2.183833599090576,11.07972713916184,11.645824171122042,0.5124279678410438,,
2.259943962097168,11.07972092958177,11.645822072532374,0.5174971650968165,,
2.375676393508911,11.079714753374459,11.645819959528591,0.5225662156759481,,
2.459599256515503,11.079708569474313,11.645817942065209,0.52763504489783,,
2.5242297649383545,11.079702403560809,11.645815914558456,0.5327037012971746,,
2.6458184719085693,11.079696296192532,11.645813800397224,0.5377722272944425,,
2.7813823223114014,11.07969026136221,11.645811552504423,0.5428406333776836,,
2.8758933544158936,11.079684256652984,11.645809245716011,0.5479088873395004,,
