x,y
,
0.00018307270431498022,-1.2057777658103203e-06
0.00018306253653771655,-1.2058026989448443e-06
0.0001830519177265475,-1.2058387237281128e-06
0.00018304178796341568,-1.205827179334696e-06
0.00018304071097719266,-1.2058090205494091e-06
0.00018304993891911866,-1.2057618590781837e-06
0.00018306966922437373,-1.2057556368083705e-06
0.0001830803655690818,-1.205844168358263e-06
0.0001830834334883594,-1.2058554689129812e-06
0.0001830669898432766,-1.2058025800429261e-06
0.0001830562246131658,-1.2058713845896136e-06
0.00018304580401042606,-1.2058593917390635e-06
0.00018304444231343468,-1.2058410438905957e-06
0.00018305338586411686,-1.2057936875306543e-06
0.00018307283297595178,-1.205787284747592e-06
0.00018309489097133793,-1.2058797668699357e-06
0.00018309817447650006,-1.2058351638097514e-06
0.00018308737789953427,-1.205860143611995e-06
0.00018308530225539613,-1.2058938272226887e-06
0.0001830713113110778,-1.2058823229871777e-06
0.00018306956982860965,-1.2058646124158387e-06
0.00018307812743321254,-1.205817607178243e-06
0.0001830971894349966,-1.2058115377360437e-06
0.00018311886476729108,-1.2059043391556967e-06
0.00018312176920260754,-1.2058600355710505e-06
0.00018311059660115723,-1.205885300036588e-06
0.00018309897661575414,-1.2059216404576872e-06
0.0001830878511846743,-1.2059103975210336e-06
0.00018308578291903783,-1.205892500273177e-06
0.0001830940240498416,-1.205845591479619e-06
0.00018311277165648906,-1.2058396047100047e-06
0.0001831341339884603,-1.2059324815760942e-06
0.00018313672649740157,-1.2058882578379145e-06
0.00018312524319402643,-1.2059135958769303e-06
0.00018312248351772876,-1.2059476196242296e-06
0.00018310781312344583,-1.2059364326108465e-06
0.0001831053954504361,-1.2059190251319508e-06
0.00018311328035931247,-1.2058723044163216e-06
0.0001831316728828602,-1.205866501458796e-06
0.0001831410377058757,-1.2059554260174915e-06
0.0001831427800669811,-1.2059670843582318e-06
0.00018313113837688212,-1.20594522204205e-06
0.00018312805572877474,-1.2059789438084128e-06
0.0001831130678718039,-1.205967635989404e-06
0.00018311033436612566,-1.2059500956333745e-06
0.00018311790392455622,-1.2059032488247423e-06
0.00018313598225875287,-1.205897335140789e-06
0.00018316446647858464,-1.2059789489579797e-06
0.00018316611932300538,-1.205916037443323e-06
0.00018316727382227153,-1.2059957673205623e-06
0.00018316092679185626,-1.2059992027494366e-06
0.0001831355025096897,-1.206002766765625e-06
0.0001831200562573989,-1.205967667669333e-06
0.00018311358656928307,-1.2060186178396232e-06
0.0001831116950057103,-1.2060171194334085e-06
0.00018311625860688345,-1.2060052626673351e-06
0.00018313106322204333,-1.2059689834490342e-06
0.00018315610002548677,-1.2059013164747299e-06
0.0001831919503177581,-1.2060190308773332e-06
0.0001832019935329475,-1.205973886583397e-06
0.00018321295067845749,-1.2060232058097211e-06
0.0001832108742830395,-1.2060291510107808e-06
0.00018318768123261453,-1.2059897804250563e-06
0.0001831654244652815,-1.2060510481997203e-06
0.0001831438930648789,-1.2060342515029131e-06
0.00018313274210819013,-1.2060080788906874e-06
0.00018313194406228278,-1.205949817733589e-06
0.00018314193665006916,-1.206019490356462e-06
0.00018316048072702806,-1.2060604682598038e-06
0.00018318348729076447,-1.2060499966537285e-06
0.0001832042126000426,-1.2060376712543576e-06
0.00018322510587895976,-1.2060615422185339e-06
0.00018322599846603367,-1.2060186291324674e-06
0.00018321280505681126,-1.2060449478070202e-06
0.0001831991676258447,-1.206082282307536e-06
0.0001831860396117112,-1.2060719658036388e-06
0.00018318197765204675,-1.206054910679544e-06
0.00018318823464484244,-1.20600881783739e-06
0.00018320500603303703,-1.2060036139078402e-06
0.0001832321893246917,-1.2060859055190677e-06
0.00018323255058438643,-1.2060236394532527e-06
0.00018323241750179637,-1.2061039863057556e-06
0.00018322478942549799,-1.2061079982929288e-06
0.0001832081466089409,-1.206098017088947e-06
0.00018320374991922356,-1.206081532587462e-06
0.00018320966504219133,-1.2060356716099343e-06
0.00018322609583188627,-1.2060306726199458e-06
0.00018324515229769188,-1.2061244736726296e-06
0.00018324545092313288,-1.2060811127187958e-06
0.00018323168498917485,-1.20610725979679e-06
0.00018322665137276032,-1.2061420514492882e-06
0.00018320971863347758,-1.2061315640720833e-06
0.00018320504801237102,-1.2061148133355312e-06
0.00018321068965203955,-1.2060687019430656e-06
0.0001832268480606687,-1.2060634630265554e-06
0.00018325342068406818,-1.2061457206960324e-06
0.00018326506341312198,-1.206123082617482e-06
0.000183276035794939,-1.2061507507174088e-06
0.00018326237587608108,-1.2060835636128239e-06
0.00018325076011945117,-1.2061507163708816e-06
0.00018322930105171028,-1.2061343308931433e-06
0.00018322082867326705,-1.2061794287281776e-06
0.00018321695388790444,-1.2061789981652545e-06
0.0001832195413857659,-1.2061680776955247e-06
0.00018323237991314779,-1.2061326861165955e-06
0.00018325546046970437,-1.206065849424318e-06
0.00018328936092047333,-1.2061843481635576e-06
0.00018329746743359022,-1.206139929616577e-06
0.00018330649486630754,-1.206189934975297e-06
0.00018330249781718576,-1.2061965165349172e-06
0.00018327739377970917,-1.2061577349755986e-06
0.0001832637903456049,-1.206214630386026e-06
0.00018323574101534028,-1.2062008735571303e-06
0.00018322266122655447,-1.20617560744615e-06
0.0001832199336224021,-1.206117907323566e-06
0.00018322800334842715,-1.2061881180349876e-06
0.000183244633954228,-1.206229583398779e-06
0.00018326573559339897,-1.206219551281488e-06
0.00018329318910154796,-1.2061997220182337e-06
0.00018332352144865942,-1.2061776621106725e-06
0.0001833339217277899,-1.2061943455325227e-06
0.00018334167839371876,-1.2062280755188137e-06
