time,x,y,yaw,vel_x,yaw_vel
7.009506225585938e-05,,,,,
0.0195925235748291,0.0015707403762141184,5.044608987653467e-07,0.0009885840902939468,,
0.08055567741394043,0.001571974968370086,4.6458948006312145e-07,0.0009893975733468604,,
0.12131381034851074,0.0015731799617493155,4.2467127856575753e-07,0.0009902173709044149,,
0.1765460968017578,0.0015743769650889577,4.718354230451518e-07,0.0009909880930914522,,
0.2530336380004883,0.0015756211635112672,5.267489152029407e-07,0.000991753566440066,,
0.3237311840057373,0.0015768839892968674,5.667878863321208e-07,0.0009925213357098387,,
0.39313459396362305,0.0015781043599386176,5.914670823615608e-07,0.000993297709940817,,
0.49791979789733887,0.0015792854554947768,6.016381644194316e-07,0.0009940836277882172,,
0.5430817604064941,0.0015804706514534169,5.994294218818025e-07,0.0009948778971379756,,
0.5860869884490967,0.0015817479375002728,5.50672823115695e-07,0.0009956929132985822,,
0.6555328369140625,0.0015829447676913775,4.751916113728741e-07,0.0009965300029924657,,
0.7315411567687988,0.0015841006992569676,4.040246247577428e-07,0.0009973702569836933,,
0.7803525924682617,0.0015852423300618938,3.3734755625617295e-07,0.0009982118240983596,,
0.854055643081665,0.0015864494998267286,2.741724311822728e-07,0.0009990501618155096,,
0.938234806060791,0.0015877119785353737,2.3613743804249474e-07,0.0009998719595502273,,
1.0295774936676025,0.0015889171343282577,2.9065347360880765e-07,0.001000647562057699,,
1.1092185974121094,0.001590111767047373,3.8840666774623635e-07,0.0010013930516433807,,
1.1613781452178955,0.0015912791841644505,4.6200497876803044e-07,0.0010021467426092146,,
1.2343096733093262,0.0015924952955191929,5.136875927773195e-07,0.001002908536155672,,
1.2847659587860107,0.0015937316726071912,5.186890558560814e-07,0.0010036924916774974,,
1.34501314163208,0.0015950019148098535,4.943120610399968e-07,0.001004493838129084,,
1.4417741298675537,0.0015962282910822996,4.6542800893735353e-07,0.001005304000294098,,
1.5004477500915527,0.0015974156349212625,4.365796427008639e-07,0.001006118937259943,,
1.5825936794281006,0.0015985933889461317,4.930636509980937e-07,0.0010068886685882324,,
1.6754889488220215,0.001599800715614397,5.54280018950953e-07,0.0010076500723739746,,
1.7456603050231934,0.0016010521292221746,5.978339696753642e-07,0.0010084132471543518,,
1.8071608543395996,0.0016022666869845246,6.266962979203945e-07,0.001009185324162936,,
1.8579127788543701,0.0016034659863647304,5.935366402193745e-07,0.0010099923218967607,,
1.9229645729064941,0.001604649585482718,5.494769259169515e-07,0.0010108103122694995,,
2.0148098468780518,0.0016058596441945352,5.030400881211097e-07,0.0010116334948749872,,
2.094143867492676,0.0016071318051572754,4.5620135206813025e-07,0.0010124548930123792,,
2.1902642250061035,0.0016083233486797307,4.801206353675322e-07,0.0010132433170728374,,
2.2572107315063477,0.0016095297492362925,5.409501247040933e-07,0.0010140058885532498,,
2.301454544067383,0.0016106947815869622,5.822116132661552e-07,0.0010147761798855104,,
2.3937721252441406,0.001611867937949595,5.664270214618761e-07,0.0010155755684661684,,
2.4774928092956543,0.0016130706036971865,5.302805285608825e-07,0.001016388921720737,,
2.533698558807373,0.0016143357322526604,4.916675712276642e-07,0.0010172029007680069,,
2.603549003601074,0.0016155750735674,4.555665404527619e-07,0.0010180190594685633,,
2.6553468704223633,0.0016167715144533047,4.177189056451455e-07,0.0010188395882847203,,
2.705432176589966,0.0016179407090900298,3.7887187444048876e-07,0.0010196633542429465,,
2.78216290473938,0.0016191266870283208,3.688210730427329e-07,0.001020472356609502,,
2.848069190979004,0.0016203235397738722,4.379147333085005e-07,0.001021235006869845,,
2.931342840194702,0.0016215316658550892,4.635988528632838e-07,0.001022013412625384,,
3.0117111206054688,0.0016227640260014372,4.543592693605286e-07,0.0010228093444666145,,
3.06028413772583,0.0016239759328696669,4.283507338574803e-07,0.0010236177349259698,,
3.1726512908935547,0.0016251977436103923,3.9460592045105233e-07,0.0010244342345623813,,
3.2887120246887207,0.0016263999815240057,4.1959072390129906e-07,0.0010252222868188331,,
3.3382484912872314,0.001627673825536971,4.316532007352893e-07,0.0010260110605866725,,
3.4150052070617676,0.0016288775934151564,5.094448528458112e-07,0.0010267631836697452,,
3.4822423458099365,0.0016301048590595195,6.116799701012401e-07,0.0010274973587638702,,
3.5417728424072266,0.001631297041264584,6.678246574759067e-07,0.0010282539982828809,,
3.60597562789917,0.001632467987817562,6.539824438392334e-07,0.001029048715762169,,
3.688424825668335,0.0016336777266716532,5.375627802970058e-07,0.001029903201472321,,
3.7801926136016846,0.0016348660732578646,3.959884620973707e-07,0.0010307818960334184,,
3.845282554626465,0.001636103226444233,3.0095571561609024e-07,0.0010316383957272818,,
3.942622184753418,0.0016373073213717026,2.804838790907584e-07,0.0010324586558522369,,
4.0099170207977295,0.001638494881259963,4.310783892682863e-07,0.001033182699424967,,
4.11617374420166,0.0016396980199109568,5.543612723737469e-07,0.0010339070268769734,,
4.211986780166626,0.001640899749374462,6.272241444861654e-07,0.0010346522566072219,,
4.27626895904541,0.0016421203157388105,6.047355725686964e-07,0.0010354493573018408,,
4.378626585006714,0.0016433282318940483,5.59194360735431e-07,0.001036264157521932,,
4.4296112060546875,0.001644526670815109,4.870408521141067e-07,0.0010370998047120634,,
4.506826162338257,0.0016457558159597508,4.3311265948309757e-07,0.0010379299804367322,,
4.593014717102051,0.0016469989707417177,4.4201162117701467e-07,0.0010387268755672925,,
