time,Actual Heading
4.9591064453125e-05,
0.0014994144439697266,8.382021615960314e-05
0.10235309600830078,8.462677184379396e-05
0.19304752349853516,8.543461250883243e-05
0.24745488166809082,8.622568217708931e-05
0.3032197952270508,8.697773490749268e-05
0.3652215003967285,8.77334760733505e-05
0.4108235836029053,8.854264092040779e-05
0.4643406867980957,8.933067756002518e-05
0.5344092845916748,9.01446950516541e-05
0.5809516906738281,9.09390995389791e-05
0.653317928314209,9.172186916282117e-05
0.7020928859710693,9.25195146056031e-05
0.7776851654052734,9.333077093189351e-05
0.8356025218963623,9.414723978422965e-05
0.8932745456695557,9.49516672099066e-05
0.9390194416046143,9.570622892291079e-05
0.9834022521972656,9.646610717627874e-05
1.0358171463012695,9.724110200450775e-05
1.0901196002960205,9.804634027729461e-05
1.1464104652404785,9.885672004001369e-05
1.1933002471923828,9.968759570700525e-05
1.245818853378296,0.00010048758751136851
1.3062267303466797,0.00010126085933043517
1.3650004863739014,0.0001020417369840982
1.4292359352111816,0.0001028396688308999
1.482623815536499,0.00010366049886520054
1.5480999946594238,0.00010448698736129903
1.5995738506317139,0.00010529968812735186
1.6524760723114014,0.00010606287720604721
1.7402117252349854,0.00010682989968542123
1.7754011154174805,0.00010760393685821058
1.8299527168273926,0.00010838649191343275
1.8743295669555664,0.0001091769087642988
1.932265281677246,0.00010997041967310954
1.9848473072052002,0.00011076593525475862
2.0455591678619385,0.00011156870640007621
2.0850601196289062,0.00011237757853889662
2.1480298042297363,0.00011319040198548069
2.191176176071167,0.00011400153292810315
2.2672362327575684,0.00011480737221770456
2.338622570037842,0.0001155677792173576
2.41256046295166,0.00011633587160939051
2.4969632625579834,0.00011713132706396867
2.560802936553955,0.00011795277706817834
2.6128134727478027,0.00011878581887719336
2.698410987854004,0.00011961656492027506
2.7946999073028564,0.00012044913869357088
2.871962785720825,0.00012125783266778686
2.930025577545166,0.00012197393961395819
3.0250673294067383,0.000122659570052002
3.151655435562134,0.0001234085245795945
3.2172422409057617,0.00012422941059805163
3.274141788482666,0.00012511297262801058
3.358286142349243,0.00012597775540271663
3.4466922283172607,0.0001267983751947203
3.4996116161346436,0.00012755494176537775
3.562631368637085,0.00012829907719956525
3.6580610275268555,0.00012903428308528512
3.7223305702209473,0.0001298086910286519
3.8165340423583984,0.00013060706235616313
3.8989052772521973,0.00013143392548188603
3.9859869480133057,0.00013226725067379643
4.071197032928467,0.0001331007078099887
4.1138834953308105,0.00013389390888975762
4.17362117767334,0.00013466182216128185
4.230804204940796,0.00013543626071708777
4.27686619758606,0.0001362185540431861
4.349144458770752,0.00013700773550776808
4.40038537979126,0.00013779849405691987
4.472232818603516,0.00013859363666220655
4.550562381744385,0.00013939586214973008
4.681142091751099,0.00014020408029353425
4.8141467571258545,0.00014101534869733295
4.875768184661865,0.00014182432198900924
4.9483325481414795,0.00014263630059305264
5.0004963874816895,0.00014345235645568422
5.055454730987549,0.00014427157867619126
5.111074924468994,0.00014507627111366595
5.161333799362183,0.0001458289071185999
5.214853525161743,0.0001465600360393936
5.2647154331207275,0.0001473021940841912
5.330456972122192,0.00014805691042281427
5.385066747665405,0.0001488243986594421
5.443230628967285,0.00014964517591901203
5.503945589065552,0.00015049534647969682
5.550132513046265,0.0001513357580677756
5.602610349655151,0.0001521595966314964
5.65705132484436,0.00015294968828072727
5.7074689865112305,0.00015371925319913898
5.760236024856567,0.00015447369567821707
5.820993661880493,0.00015525888030777947
5.881183624267578,0.00015604145431832842
5.932071685791016,0.0001568375345997604
5.998001575469971,0.00015764895734891426
6.057897329330444,0.0001584754725065259
6.100193977355957,0.0001593118356065579
6.154090166091919,0.00016013424302262973
6.203064441680908,0.00016095098086848058
6.2532947063446045,0.0001617610997712388
6.296234369277954,0.000162528299872994
6.376520395278931,0.00016326291919612363
6.422069072723389,0.0001640252950398126
6.4837868213653564,0.00016480508284784378
6.570184946060181,0.0001656194055054161
6.626062631607056,0.00016643685885433545
6.67919397354126,0.0001672301860925892
6.749110698699951,0.000167993366073076
6.803089380264282,0.00016876644077362443
6.8517584800720215,0.0001695437384163512
6.921278715133667,0.00017032348417809692
6.979480981826782,0.00017111184989017966
7.0547332763671875,0.00017190865951931174
7.1091461181640625,0.0001727122805940703
7.1780476570129395,0.0001735175832229237
7.233338356018066,0.00017431623947575456
7.289978265762329,0.00017512603383959107
7.349691867828369,0.00017593992587961886
7.391063451766968,0.0001767625537547929
7.439863681793213,0.0001775910768948059
7.488909959793091,0.00017837146430184172
7.575202226638794,0.00017913245162490553
7.637632608413696,0.0001798997955732128
7.701885223388672,0.00018067641905558242
7.788851976394653,0.00018146209329299802
7.868903160095215,0.00018224256708604904
7.922749042510986,0.00018302898924673676
7.987489700317383,0.00018384671473707488
8.054581880569458,0.0001846392970844723
8.175215482711792,0.00018542246920511137
8.254854917526245,0.0001862039494273822
8.316168546676636,0.00018701779281014066
8.3950777053833,0.00018784228379076985
8.44605565071106,0.0001886541298293952
8.516483306884766,0.00018940460263085668
8.580526351928711,0.0001901672382891712
8.656537771224976,0.00019096160451939474
8.712209224700928,0.00019176807666259826
8.767462015151978,0.00019260955100518725
8.824267148971558,0.00019345464702784015
8.896287679672241,0.0001943015773584024
8.944311141967773,0.00019514626369401732
9.020707607269287,0.00019592205180169774
9.088274240493774,0.00019664424024488645
9.172492027282715,0.00019738136025798298
9.280171871185303,0.0001981455189359847
9.331021070480347,0.00019894308241860355
9.372354984283447,0.00019975586408828316
9.425202131271362,0.0002005712233904184
9.467311143875122,0.00020137927485515837
9.53922152519226,0.00020213899584002235
